Gene	ensembl_id
UGT2B15	ENSG00000196620
UNC5D	ENSG00000156687
UNC93B1	ENSG00000110057
USP42	ENSG00000106346
UTRN	ENSG00000152818
VASH1	ENSG00000071246
VAT1L	ENSG00000171724
VAV1	ENSG00000141968
VAV2	ENSG00000160293
VTI1A	ENSG00000151532
VWC2	ENSG00000188730
WDR43	ENSG00000163811
WDR65	ENSG00000243710
WIPF1	ENSG00000115935
WSCD2	ENSG00000075035
XCL1	ENSG00000143184
YPEL4	ENSG00000166793
ZCCHC11	ENSG00000134744
ZDHHC24	ENSG00000174165
ZDHHC5	ENSG00000156599
ZEB1	ENSG00000148516
ZMYND12	ENSG00000066185
ZNF385B	ENSG00000144331
ZNF385D	ENSG00000151789
ZNF593	ENSG00000142684
ZNF623	ENSG00000183309
ZNF780B	ENSG00000128000
ZNHIT3	ENSG00000273611
ZYG11A	ENSG00000203995
ZYG11B	ENSG00000162378
AHI1	ENSG00000135541
C11orf40	ENSG00000171987
C11orf42	ENSG00000180878
CNGA4	ENSG00000132259
CSNK2A1	ENSG00000101266
HBA2	ENSG00000188536
HBB	ENSG00000244734
HBM	ENSG00000206177
HBZ	ENSG00000130656
ITFG3	ENSG00000167930
LUC7L	ENSG00000007392
MYB	ENSG00000118513
NPRL3	ENSG00000103148
OR51A7	ENSG00000176895
OR51D1	ENSG00000197428
OR51E1	ENSG00000180785
OR51E2	ENSG00000167332
OR51F1	ENSG00000280021
OR51F2	ENSG00000176925
OR51G1	ENSG00000278870
OR51G2	ENSG00000176893
OR51H1P	ENSG00000176904
OR51I2	ENSG00000187918
OR51L1	ENSG00000176798
OR51M1	ENSG00000184698
OR51Q1	ENSG00000167360
OR51S1	ENSG00000176922
OR51T1	ENSG00000176900
OR52A5	ENSG00000171944
OR52B6	ENSG00000187747
OR52D1	ENSG00000181609
OR52E2	ENSG00000176787
OR52E6	ENSG00000205409
OR52E8	ENSG00000183269
OR52H1	ENSG00000181616
OR52I2	ENSG00000226288
OR52J3	ENSG00000205495
OR52N1	ENSG00000181001
OR52N2	ENSG00000180988
OR52N4	ENSG00000181074
OR52R1	ENSG00000279270
OR56A4	ENSG00000183389
OR56B4	ENSG00000180919
TRIM21	ENSG00000132109
TRIM22	ENSG00000132274
TRIM5	ENSG00000132256
TRIM68	ENSG00000167333
UBQLN3	ENSG00000175520
UBQLNL	ENSG00000175518
CDK5RAP1	ENSG00000101391
E2F1	ENSG00000101412
NECAB3	ENSG00000125967
SNTA1	ENSG00000101400
ZNF341	ENSG00000131061
ACSF3	ENSG00000176715
C16orf3	ENSG00000221819
CPNE7	ENSG00000178773
GOLGA8G	ENSG00000183629
PRDM7	ENSG00000126856
TCF25	ENSG00000141002
TUBB3	ENSG00000258947
ZNF778	ENSG00000170100
MT1G	ENSG00000125144
MT1H	ENSG00000205358
PGS1	ENSG00000087157
APOA4	ENSG00000110244
ARHGAP9	ENSG00000123329
BACE1	ENSG00000186318
COBLL1	ENSG00000082438
INHBC	ENSG00000175189
R3HDM2	ENSG00000179912
SOCS3	ENSG00000184557
ABCB9	ENSG00000150967
ARL6IP4	ENSG00000182196
C12orf65	ENSG00000130921
CCDC62	ENSG00000130783
CDK2AP1	ENSG00000111328
DDX55	ENSG00000111364
DENR	ENSG00000139726
MPHOSPH9	ENSG00000051825
OGFOD2	ENSG00000111325
PITPNM2	ENSG00000090975
RILPL2	ENSG00000150977
SBNO1	ENSG00000139697
SETD8	ENSG00000183955
VPS37B	ENSG00000139722
GPR126	ENSG00000112414
HHIP	ENSG00000164161
LIN28B	ENSG00000187772
AC091801.1	NA
ADAP2	ENSG00000184060
AMZ1	ENSG00000174945
ATAD5	ENSG00000176208
ATXN3	ENSG00000066427
CABLES1	ENSG00000134508
CCDC88A	ENSG00000115355
EFEMP1	ENSG00000115380
FBLN5	ENSG00000140092
FTSJ2	ENSG00000122687
IQCE	ENSG00000106012
NDUFB1	ENSG00000183648
SLC25A36	ENSG00000114120
SSR1	ENSG00000124783
TRIP11	ENSG00000100815
TSEN15	ENSG00000198860
ZBTB38	ENSG00000177311
ABCE1	ENSG00000164163
ANKIB1	ENSG00000001629
CDC42BPA	ENSG00000143776
CDK6	ENSG00000105810
GDF5	ENSG00000125965
JMJD4	ENSG00000081692
PACSIN1	ENSG00000124507
PTCH1	ENSG00000185920
SAMD9	ENSG00000205413
SNAP47	ENSG00000143740
ZNF678	ENSG00000181450
C6orf1	ENSG00000186577
EIF3B	ENSG00000106263
RPS20	ENSG00000008988
DIS3L2	ENSG00000144535
HMGA1	ENSG00000137309
LYN	ENSG00000254087
MOS	ENSG00000172680
PLAG1	ENSG00000181690
ADAMTS3	ENSG00000156140
ADCY4	ENSG00000129467
ATP5SL	ENSG00000105341
B3GNT8	ENSG00000177191
BCKDHA	ENSG00000248098
CASKIN1	ENSG00000167971
CCDC66	ENSG00000180376
CCNI2	ENSG00000205089
DCAF7	ENSG00000136485
DIRC3	ENSG00000231672
GH2	ENSG00000136487
IGF2BP3	ENSG00000136231
IPO4	ENSG00000196497
L3MBTL3	ENSG00000198945
LTBP2	ENSG00000119681
MLST8	ENSG00000167965
NFATC4	ENSG00000100968
NFIC	ENSG00000141905
PDE3A	ENSG00000172572
PGP	ENSG00000184207
RABGGTA	ENSG00000100949
RIPK3	ENSG00000129465
RYBP	ENSG00000163602
SEPT8	ENSG00000164402
SLCO1C1	ENSG00000139155
TACO1	ENSG00000136463
TNS1	ENSG00000079308
ABHD15	ENSG00000168792
ACAN	ENSG00000157766
ADAMTS10	ENSG00000142303
ADAMTS17	ENSG00000140470
ANKRD13B	ENSG00000198720
ANKRD52	ENSG00000139645
AP3D1	ENSG00000065000
APOF	ENSG00000175336
ARFGEF2	ENSG00000124198
ATP13A2	ENSG00000159363
ATP6V1E2	ENSG00000250565
BICD2	ENSG00000185963
BRCA2	ENSG00000139618
BRPF3	ENSG00000096070
C17orf82	ENSG00000187013
C2CD4A	ENSG00000198535
C3orf37	ENSG00000183624
CBFA2T2	ENSG00000078699
CCBL2	ENSG00000137944
CCDC108	ENSG00000181378
CCDC78	ENSG00000162004
CCDC91	ENSG00000123106
CCS	ENSG00000173992
CENPP	ENSG00000188312
CENPW	ENSG00000203760
CEP120	ENSG00000168944
CLIC4	ENSG00000169504
CLPS	ENSG00000137392
CNPY2	ENSG00000257727
COQ10A	ENSG00000135469
CPN1	ENSG00000120054
CRIPT	ENSG00000119878
CROCC	ENSG00000058453
CS	ENSG00000062485
CSE1L	ENSG00000124207
CWC25	ENSG00000273559
CWF19L1	ENSG00000095485
CYP19A1	ENSG00000137869
DCP1A	ENSG00000272886
DDX27	ENSG00000124228
DDX4	ENSG00000152670
DEF6	ENSG00000023892
DNM3	ENSG00000197959
DNPEP	ENSG00000123992
DOCK3	ENSG00000088538
DOT1L	ENSG00000104885
DTL	ENSG00000143476
ECM2	ENSG00000106823
EDN2	ENSG00000127129
EHBP1L1	ENSG00000173442
EIF2AK3	ENSG00000172071
ETV6	ENSG00000139083
EVI5	ENSG00000067208
FAM101A	ENSG00000178882
FAM173A	ENSG00000103254
FAM69A	ENSG00000154511
FANCE	ENSG00000112039
FEV	ENSG00000163497
FILIP1	ENSG00000118407
FKBP5	ENSG00000096060
FLI1	ENSG00000151702
GFI1	ENSG00000162676
GFPT2	ENSG00000131459
GHSR	ENSG00000121853
GIT1	ENSG00000108262
GLB1L	ENSG00000163521
GLMN	ENSG00000174842
GLS2	ENSG00000135423
GMPPA	ENSG00000144591
GSDMC	ENSG00000147697
GTF2B	ENSG00000137947
H1FX	ENSG00000184897
HAGHL	ENSG00000103253
HDAC11	ENSG00000163517
HIATL1	ENSG00000148110
HIF1AN	ENSG00000166135
HTR1D	ENSG00000179546
ID4	ENSG00000172201
IGF1R	ENSG00000140443
IGFBP7	ENSG00000163453
IHH	ENSG00000163501
IL23A	ENSG00000110944
IL6ST	ENSG00000134352
INSR	ENSG00000171105
INTS7	ENSG00000143493
IPPK	ENSG00000127080
KCNJ16	ENSG00000153822
KCTD20	ENSG00000112078
KDM1A	ENSG00000004487
LPGAT1	ENSG00000123684
LRP6	ENSG00000070018
LTBP1	ENSG00000049323
LTBP3	ENSG00000168056
LUZP1	ENSG00000169641
MAPK13	ENSG00000156711
MAPK14	ENSG00000112062
MCFD2	ENSG00000180398
METRN	ENSG00000103260
METTL13	ENSG00000010165
MFAP2	ENSG00000117122
MTF2	ENSG00000143033
MTMR11	ENSG00000014914
MYO1F	ENSG00000142347
MYO6	ENSG00000196586
N4BP2L1	ENSG00000139597
N4BP2L2	ENSG00000244754
NARFL	ENSG00000103245
NCOR2	ENSG00000196498
NFYC	ENSG00000066136
NHEJ1	ENSG00000187736
PAN2	ENSG00000135473
PAPPA	ENSG00000182752
PAPPA2	ENSG00000116183
PCSK5	ENSG00000099139
PDS5B	ENSG00000083642
PIGC	ENSG00000135845
PIP4K2B	ENSG00000276293
PITX1	ENSG00000069011
PKN2	ENSG00000065243
PML	ENSG00000140464
PNPLA1	ENSG00000180316
POLR2B	ENSG00000047315
PPIF	ENSG00000108179
PPP1CA	ENSG00000172531
PRKG2	ENSG00000138669
PSMB3	ENSG00000277791
PTPDC1	ENSG00000158079
PXT1	ENSG00000179165
QSOX2	ENSG00000165661
RAD9A	ENSG00000172613
RESP18	ENSG00000182698
REST	ENSG00000084093
RFT1	ENSG00000163933
RHOD	ENSG00000173156
RPIA	ENSG00000153574
RPL10A	ENSG00000198755
RPL5	ENSG00000122406
RPS13	ENSG00000110700
SCUBE3	ENSG00000146197
SCYL1	ENSG00000142186
SDHB	ENSG00000117118
SENP6	ENSG00000112701
SFMBT1	ENSG00000163935
SKIV2L2	ENSG00000039123
SLC23A3	ENSG00000213901
SLC26A8	ENSG00000112053
SLFNL1	ENSG00000171790
SLIT3	ENSG00000184347
SNRPC	ENSG00000124562
SOCS2	ENSG00000120833
SOCS5	ENSG00000171150
SRPK1	ENSG00000096063
SRSF3	ENSG00000112081
SSH2	ENSG00000141298
SSSCA1	ENSG00000173465
STAT2	ENSG00000170581
STAU1	ENSG00000124214
STK38	ENSG00000112079
SUCLG2	ENSG00000172340
SUPT3H	ENSG00000196284
SUSD3	ENSG00000157303
TBX2	ENSG00000121068
TEAD1	ENSG00000187079
TET2	ENSG00000168769
TGFB2	ENSG00000092969
TMED5	ENSG00000117500
TP53I13	ENSG00000167543
TPRXL	ENSG00000180438
TTLL4	ENSG00000135912
TUBA4A	ENSG00000127824
TULP4	ENSG00000130338
VAMP4	ENSG00000117533
VPS13C	ENSG00000129003
WNT7A	ENSG00000154764
ZFAT	ENSG00000066827
ZNF169	ENSG00000175787
ZNF462	ENSG00000148143
ZNFX1	ENSG00000124201
DYM	ENSG00000141627
PPARD	ENSG00000112033
MFGE8	ENSG00000140545
SERPINH1	ENSG00000149257
TOM1L1	ENSG00000141198
CCDC47	ENSG00000108588
CD79B	ENSG00000007312
CSHL1	ENSG00000204414
DDX42	ENSG00000198231
FTSJ3	ENSG00000108592
GH1	ENSG00000259384
KCNH6	ENSG00000173826
LIMD2	ENSG00000136490
MAP3K3	ENSG00000198909
PSMC5	ENSG00000087191
SMARCD2	ENSG00000108604
STRADA	ENSG00000266173
ACTL6B	ENSG00000077080
EPHB4	ENSG00000196411
EPO	ENSG00000130427
GIGYF1	ENSG00000146830
GNB2	ENSG00000172354
MOSPD3	ENSG00000106330
PRKCE	ENSG00000171132
TFR2	ENSG00000106327
ALOX5	ENSG00000012779
ARHGEF2	ENSG00000116584
BCAN	ENSG00000132692
BGLAP	ENSG00000242252
BRD9	ENSG00000028310
BYSL	ENSG00000112578
C1orf85	ENSG00000198715
CAMTA2	ENSG00000108509
CCND3	ENSG00000112576
CCT3	ENSG00000163468
CD163	ENSG00000177575
CD163L1	ENSG00000177675
CEP57L1	ENSG00000183137
DPP8	ENSG00000074603
DYRK4	ENSG00000010219
FAM21C	ENSG00000172661
FRS3	ENSG00000137218
GP1BA	ENSG00000185245
GPATCH4	ENSG00000160818
HAPLN2	ENSG00000132702
IGDCC4	ENSG00000103742
INCA1	ENSG00000196388
IQGAP3	ENSG00000183856
KIF1C	ENSG00000129250
LPCAT1	ENSG00000153395
MARCH8	ENSG00000165406
MED20	ENSG00000124641
MICAL1	ENSG00000135596
NCOA4	ENSG00000266412
NKD2	ENSG00000145506
OR13A1	ENSG00000256574
PAQR6	ENSG00000160781
PFN1	ENSG00000108518
PRICKLE4	ENSG00000278224
PTPLAD1	ENSG00000074696
PTPRC	ENSG00000081237
RAB11A	ENSG00000103769
RIT1	ENSG00000143622
RNF167	ENSG00000108523
SLC12A7	ENSG00000113504
SLC24A1	ENSG00000074621
SLC25A11	ENSG00000108528
SLC6A19	ENSG00000174358
SMG5	ENSG00000198952
SPAG7	ENSG00000091640
THRB	ENSG00000151090
TIMM23	ENSG00000265354
TMEM79	ENSG00000163472
TOMM6	ENSG00000214736
TRIP13	ENSG00000071539
USP49	ENSG00000164663
VHLL	ENSG00000189030
ZDHHC11B	ENSG00000206077
C22orf28	ENSG00000100220
C22orf42	ENSG00000205856
CDC42EP1	ENSG00000128283
FBXO7	ENSG00000100225
RFPL2	ENSG00000128253
CHTF18	ENSG00000127586
FUNDC2	ENSG00000165775
HBA1	ENSG00000206172
HSPA6	ENSG00000173110
IFI16	ENSG00000163565
MPZ	ENSG00000158887
RPL10	ENSG00000147403
WDR24	ENSG00000127580
NT5M	ENSG00000205309
TNFRSF13B	ENSG00000240505
CLCN2	ENSG00000114859
CLSTN1	ENSG00000171603
CTNNBIP1	ENSG00000178585
DFFA	ENSG00000160049
GGNBP1	ENSG00000204188
KIF1B	ENSG00000054523
LZIC	ENSG00000162441
NMNAT1	ENSG00000173614
PARVB	ENSG00000188677
PGD	ENSG00000142657
PNPLA3	ENSG00000100344
POLR2H	ENSG00000163882
RPL6	ENSG00000089009
SAMM50	ENSG00000100347
THPO	ENSG00000090534
UBE4B	ENSG00000130939
MERTK	ENSG00000153208
RNF7	ENSG00000114125
ZC3H8	ENSG00000144161
GRIK1	ENSG00000171189
LEMD3	ENSG00000174106
MSRB3	ENSG00000174099
WIF1	ENSG00000156076
CSGALNACT2	ENSG00000169826
GFRA1	ENSG00000151892
RASGEF1A	ENSG00000198915
RET	ENSG00000165731
GPR39	ENSG00000183840
MACROD2	ENSG00000172264
NIPBL	ENSG00000164190
SLC1A3	ENSG00000079215
UGT3A2	ENSG00000168671
C9orf156	ENSG00000136932
FOXE1	ENSG00000178919
HEMGN	ENSG00000136929
NANS	ENSG00000095380
NCBP1	ENSG00000136937
TBC1D2	ENSG00000095383
TSTD2	ENSG00000136925
VAV3	ENSG00000134215
C20orf194	ENSG00000088854
SLC4A11	ENSG00000088836
ACADVL	ENSG00000072778
ASCC2	ENSG00000100325
CD68	ENSG00000129226
OSM	ENSG00000099985
SOX15	ENSG00000129194
UQCR10	ENSG00000184076
ZMAT5	ENSG00000100319
FCER1A	ENSG00000179639
OR10J1	ENSG00000196184
RDH16	ENSG00000139547
TMEM194A	ENSG00000166881
ZBTB39	ENSG00000166860
COL4A4	ENSG00000081052
ECSCR	ENSG00000249751
KCND3	ENSG00000171385
MNAT1	ENSG00000020426
RHBDD1	ENSG00000144468
SLC38A6	ENSG00000139974
TIMELESS	ENSG00000111602
TMEM173	ENSG00000184584
TRMT5	ENSG00000126814
UBE2D2	ENSG00000131508
DYNC1I1	ENSG00000158560
ARHGAP10	ENSG00000071205
BCO2	ENSG00000197580
IL18	ENSG00000150782
TEX12	ENSG00000150783
EPGN	ENSG00000182585
MTHFD2L	ENSG00000163738
PF4V1	ENSG00000109272
SUPV3L1	ENSG00000156502
VPS26A	ENSG00000122958
CNTN5	ENSG00000149972
GRIN2B	ENSG00000273079
ARMC4	ENSG00000169126
GPR158	ENSG00000151025
MKX	ENSG00000150051
ZHX2	ENSG00000178764
MEX3C	ENSG00000176624
BNIP1	ENSG00000113734
MBNL1	ENSG00000152601
NKX2-5	ENSG00000183072
RNF214	ENSG00000167257
STC2	ENSG00000113739
CADM3	ENSG00000162706
OR10J5	ENSG00000184155
AAMP	ENSG00000127837
ACAP3	ENSG00000131584
ACOT8	ENSG00000101473
AL591893.1	ENSG00000285818
ARHGAP26	ENSG00000145819
ARPC1B	ENSG00000130429
ARPC2	ENSG00000163466
ASXL1	ENSG00000171456
AUH	ENSG00000148090
AURKAIP1	ENSG00000175756
C10orf55	ENSG00000222047
C11orf89	ENSG00000184682
C20orf112	ENSG00000197183
C2orf62	ENSG00000158428
CCDC85B	ENSG00000175602
CCNL2	ENSG00000221978
CD226	ENSG00000150637
CD40	ENSG00000101017
CD6	ENSG00000013725
CDC37	ENSG00000105401
CFL1	ENSG00000172757
CLTC	ENSG00000141367
CNTF	ENSG00000242689
COMMD7	ENSG00000149600
CPSF3L	ENSG00000127054
CRTC3	ENSG00000140577
CTDSP1	ENSG00000144579
CTSW	ENSG00000172543
CXCR5	ENSG00000160683
DAP	ENSG00000112977
DIAPH1	ENSG00000131504
DNMT3B	ENSG00000088305
DOCK9	ENSG00000088387
DOK6	ENSG00000206052
DUSP16	ENSG00000111266
DUSP8	ENSG00000184545
DVL1	ENSG00000107404
ECD	ENSG00000122882
ERRFI1	ENSG00000116285
FCAR	ENSG00000186431
FCGR2A	ENSG00000143226
FCGR2B	ENSG00000072694
FGF1	ENSG00000113578
FIBP	ENSG00000172500
FOSL1	ENSG00000175592
FOSL2	ENSG00000075426
GLTPD1	ENSG00000224051
GLYAT	ENSG00000149124
GPBAR1	ENSG00000179921
GPR18	ENSG00000125245
GPR183	ENSG00000169508
GPR35	ENSG00000178623
HCK	ENSG00000101336
HDAC7	ENSG00000061273
KIAA0141	ENSG00000081791
KIAA0907	ENSG00000132680
KIF3B	ENSG00000101350
KIR2DL1	ENSG00000125498
KIR3DL2	ENSG00000240403
KIR3DL3	ENSG00000242019
KPNA7	ENSG00000185467
LOH12CR1	ENSG00000165714
LPXN	ENSG00000110031
MAP3K8	ENSG00000107968
MMP9	ENSG00000100985
MRPL20	ENSG00000242485
MRPL23	ENSG00000214026
MXRA8	ENSG00000162576
NCOA5	ENSG00000124160
OR5B12	ENSG00000172362
OR5B2	ENSG00000172365
OR5B21	ENSG00000198283
PARK7	ENSG00000116288
PCDH1	ENSG00000156453
PCDHB15	ENSG00000113248
PCDHB6	ENSG00000113211
PCDHGA1	ENSG00000204956
PCDHGC3	ENSG00000240184
PLAGL2	ENSG00000126003
PLAU	ENSG00000122861
PLK1	ENSG00000166851
PNKD	ENSG00000127838
POFUT1	ENSG00000101346
PPAN	ENSG00000130810
PRKCB	ENSG00000166501
PRM1	ENSG00000175646
PRM2	ENSG00000122304
PSMB4	ENSG00000159377
PUSL1	ENSG00000169972
RASL11A	ENSG00000122035
RERE	ENSG00000142599
REV3L	ENSG00000009413
RFX5	ENSG00000143390
RIN1	ENSG00000174791
RNF14	ENSG00000013561
RNF25	ENSG00000163481
RNFT1	ENSG00000189050
RORC	ENSG00000143365
RPS6KB1	ENSG00000108443
SART1	ENSG00000175467
SH2D4B	ENSG00000178217
SLC11A1	ENSG00000018280
SLC16A10	ENSG00000112394
SMURF1	ENSG00000198742
SNX32	ENSG00000172803
SSR2	ENSG00000163479
TAS1R3	ENSG00000169962
TDRKH	ENSG00000182134
TECPR1	ENSG00000205356
TM9SF2	ENSG00000125304
TM9SF4	ENSG00000101337
TMBIM1	ENSG00000135926
TNFRSF9	ENSG00000049249
TNNI2	ENSG00000130598
TRAF3IP2	ENSG00000056972
TSPAN32	ENSG00000064201
TUBD1	ENSG00000108423
UBAC2	ENSG00000134882
UBE2J2	ENSG00000160087
UBQLN4	ENSG00000160803
USP37	ENSG00000135913
VIL1	ENSG00000127831
WNT2	ENSG00000105989
ZFP36L1	ENSG00000185650
ZFP91	ENSG00000186660
ZFP91-CNTF	ENSG00000255073
ZSWIM3	ENSG00000132801
BAIAP3	ENSG00000007516
CCDC154	ENSG00000197599
CRAMP1L	ENSG00000007545
EME2	ENSG00000197774
FAHD1	ENSG00000180185
HAGH	ENSG00000063854
IGFALS	ENSG00000099769
IGFBP3	ENSG00000146674
MAPK8IP3	ENSG00000138834
MRPS34	ENSG00000074071
NME3	ENSG00000103024
NUBP2	ENSG00000095906
SORCS2	ENSG00000184985
SPSB3	ENSG00000162032
KIF16B	ENSG00000089177
SOX17	ENSG00000164736
STARD13	ENSG00000133121
GAS7	ENSG00000007237
PREX1	ENSG00000124126
ADCK4	ENSG00000123815
C19orf54	ENSG00000188493
ITPKC	ENSG00000086544
NUMBL	ENSG00000105245
BLK	ENSG00000136573
C8orf12	ENSG00000184608
FDFT1	ENSG00000079459
MIA	ENSG00000261857
CTSB	ENSG00000164733
FAM167A	ENSG00000154319
MTMR9	ENSG00000104643
NEDD4	ENSG00000069869
PRR23A	ENSG00000206260
PRR23B	ENSG00000184814
CLDN14	ENSG00000159261
ADAMTS14	ENSG00000138316
AKR1B1	ENSG00000085662
AKR1B10	ENSG00000198074
ANKFN1	ENSG00000153930
BEST4	ENSG00000142959
BTBD19	ENSG00000222009
C1orf228	ENSG00000198520
C3orf20	ENSG00000131379
DSCAM	ENSG00000171587
EIF2B3	ENSG00000070785
GNG5	ENSG00000174021
HECTD3	ENSG00000126107
HSDL2	ENSG00000119471
IGSF5	ENSG00000183067
ITGB2	ENSG00000160255
KIF2C	ENSG00000142945
PCP4	ENSG00000183036
PLK3	ENSG00000173846
PLXNA4	ENSG00000221866
PPARGC1B	ENSG00000155846
PRKACB	ENSG00000142875
PTCH2	ENSG00000117425
RPS8	ENSG00000142937
SUSD1	ENSG00000106868
TTLL7	ENSG00000137941
UROD	ENSG00000126088
ZSWIM5	ENSG00000162415
C2orf43	ENSG00000118961
DRD2	ENSG00000149295
NCAM1	ENSG00000149294
RIPK2	ENSG00000104312
RFTN1	ENSG00000131378
PLA2G7	ENSG00000146070
CYP39A1	ENSG00000146233
SLC25A27	ENSG00000153291
TDRD6	ENSG00000180113
MS4A6E	ENSG00000166926
MS4A7	ENSG00000166927
PTRH2	ENSG00000141378
SCARB1	ENSG00000073060
ARID1B	ENSG00000049618
MRPL18	ENSG00000112110
SLC22A1	ENSG00000175003
SOD2	ENSG00000112096
SYTL3	ENSG00000164674
TCP1	ENSG00000120438
TIAM2	ENSG00000146426
DNMBP	ENSG00000107554
HSD17B13	ENSG00000170509
ALDH5A1	ENSG00000112294
DCPS	ENSG00000110063
FAM118B	ENSG00000197798
FOXRED1	ENSG00000110074
HP	ENSG00000257017
LRP2	ENSG00000081479
RPUSD4	ENSG00000165526
SRPR	ENSG00000182934
ST3GAL4	ENSG00000110080
USP48	ENSG00000090686
ALPP	ENSG00000163283
ATP8B1	ENSG00000081923
CD276	ENSG00000103855
CDH6	ENSG00000113361
CEPT1	ENSG00000134255
DLG5	ENSG00000151208
DRAM2	ENSG00000156171
EFHD1	ENSG00000115468
EIF4E2	ENSG00000135930
ITGA1	ENSG00000213949
LMAN1	ENSG00000074695
BCL2L13	ENSG00000099968
DCST1	ENSG00000163357
DCST2	ENSG00000163354
DDT	ENSG00000099977
DDTL	ENSG00000099974
DPM3	ENSG00000179085
EPHA2	ENSG00000142627
FBLIM1	ENSG00000162458
FLAD1	ENSG00000160688
GBP1	ENSG00000117228
GBP6	ENSG00000183347
GPLD1	ENSG00000112293
GSTT1	ENSG00000277656
GSTT2	ENSG00000099984
GSTT2B	ENSG00000133433
MICAL3	ENSG00000243156
MIF	ENSG00000240972
RBMXL1	ENSG00000213516
SLC25A18	ENSG00000182902
SLC50A1	ENSG00000169241
TMEM82	ENSG00000162460
TUBA8	ENSG00000183785
CRTAC1	ENSG00000095713
CTNNA3	ENSG00000183230
FAM98B	ENSG00000171262
IDH3B	ENSG00000101365
KCNK4	ENSG00000182450
MS4A15	ENSG00000166961
STX8	ENSG00000170310
TRMU	ENSG00000100416
IDH3A	ENSG00000166411
PSMA4	ENSG00000041357
BPTF	ENSG00000171634
C17orf58	ENSG00000186665
KPNA2	ENSG00000182481
TPRG1	ENSG00000188001
CLPTM1L	ENSG00000049656
MIPEP	ENSG00000027001
ANP32D	ENSG00000139223
C12orf54	ENSG00000177627
OR8S1	ENSG00000197376
DNAJA4	ENSG00000140403
TBC1D2B	ENSG00000167202
ACSL5	ENSG00000197142
DCBLD1	ENSG00000164465
ROS1	ENSG00000047936
AARSD1	ENSG00000266967
ABCC10	ENSG00000124574
ABCC3	ENSG00000108846
ABHD11	ENSG00000106077
ABI3BP	ENSG00000154175
ACAP1	ENSG00000072818
ACO2	ENSG00000100412
ADAL	ENSG00000168803
ADAM12	ENSG00000148848
ADCK5	ENSG00000173137
ADCY10	ENSG00000143199
ADORA3	ENSG00000282608
AKT1S1	ENSG00000204673
ALDH18A1	ENSG00000059573
ALG11	ENSG00000253710
ALKBH6	ENSG00000239382
AMFR	ENSG00000159461
AMMECR1L	ENSG00000144233
ANKDD1A	ENSG00000166839
APBA3	ENSG00000011132
APOA1BP	ENSG00000163382
ARFGAP3	ENSG00000242247
ARHGAP30	ENSG00000186517
ARHGAP33	ENSG00000004777
ARHGEF15	ENSG00000198844
ARL2	ENSG00000213465
ARL6IP1	ENSG00000170540
ARPP19	ENSG00000128989
ATG10	ENSG00000152348
ATP7B	ENSG00000123191
AURKB	ENSG00000178999
BAG2	ENSG00000112208
BBS2	ENSG00000125124
BCCIP	ENSG00000107949
BEND6	ENSG00000151917
BRCA1	ENSG00000012048
C10orf131	ENSG00000188649
C10orf137	ENSG00000107938
C10orf2	ENSG00000107815
C11orf83	ENSG00000204922
C15orf37	ENSG00000259642
C15orf57	ENSG00000128891
C15orf62	ENSG00000188277
C17orf75	ENSG00000108666
C19orf55	ENSG00000167595
C1orf115	ENSG00000162817
C1orf61	ENSG00000125462
C20orf173	ENSG00000125975
C6orf132	ENSG00000188112
C8orf33	ENSG00000182307
C8orf82	ENSG00000213563
C9orf163	ENSG00000196366
C9orf24	ENSG00000164972
CALHM2	ENSG00000138172
CALHM3	ENSG00000183128
CAPRIN2	ENSG00000110888
CARD8	ENSG00000105483
CASC5	ENSG00000137812
CC2D1B	ENSG00000154222
CCNDBP1	ENSG00000166946
CD27	ENSG00000139193
CD44	ENSG00000026508
CD53	ENSG00000143119
CD63	ENSG00000135404
CD9	ENSG00000010278
CDK5R1	ENSG00000176749
CELF4	ENSG00000101489
CENPQ	ENSG00000031691
CHADL	ENSG00000100399
CHD3	ENSG00000170004
CHD4	ENSG00000111642
CHI3L2	ENSG00000064886
CHST14	ENSG00000169105
CHURC1	ENSG00000258289
CLCA2	ENSG00000137975
CLDN3	ENSG00000165215
CLDN4	ENSG00000189143
CLPX	ENSG00000166855
CLRN2	ENSG00000249581
CNPY3	ENSG00000137161
COMMD5	ENSG00000170619
COQ7	ENSG00000167186
CORO7	ENSG00000262246
COX6B1	ENSG00000126267
CPNE9	ENSG00000144550
CRELD1	ENSG00000163703
CRKL	ENSG00000099942
CTBP2	ENSG00000175029
CUL9	ENSG00000112659
CYTH1	ENSG00000108669
DCTN5	ENSG00000166847
DDX11	ENSG00000013573
DENND2D	ENSG00000162777
DGAT1	ENSG00000185000
DGKQ	ENSG00000145214
DHX32	ENSG00000089876
DHX33	ENSG00000005100
DHX58	ENSG00000108771
DMKN	ENSG00000161249
DNAH17	ENSG00000187775
DNAJA3	ENSG00000103423
DNAJC15	ENSG00000120675
DNAJC17	ENSG00000104129
DNAJC7	ENSG00000168259
DPYSL4	ENSG00000151640
EAF2	ENSG00000145088
EEF1D	ENSG00000104529
EHD1	ENSG00000110047
EHF	ENSG00000135373
EIF1B	ENSG00000114784
EIF5A	ENSG00000132507
EIF5A2	ENSG00000163577
ELL3	ENSG00000128886
ENO2	ENSG00000111674
ENTPD1	ENSG00000138185
ENTPD3	ENSG00000168032
ENTPD4	ENSG00000197217
