MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	NelsonStatus	symbol
Spinal Cord Injuries	ENSG00000073756	FALSE	Phase II Clinical Trial	NA	Absent	PTGS2
Spinal Cord Injuries	ENSG00000075213	FALSE	Preclinical	2011-09-26	Preclinical	SEMA3A
Spinal Cord Injuries	ENSG00000077092	FALSE	Preclinical	2001-02-06	Unused	RARB
Spinal Cord Injuries	ENSG00000077238	FALSE	Preclinical	2014-01-20	Absent	IL4R
Spinal Cord Injuries	ENSG00000077782	FALSE	Phase II Clinical Trial	NA	Preclinical	FGFR1
Spinal Cord Injuries	ENSG00000078018	FALSE	unknown	2010-08-21	Unused	MAP2
Spinal Cord Injuries	ENSG00000080824	FALSE	Preclinical	2001-12-11	Unused	HSP90AA1
Spinal Cord Injuries	ENSG00000102967	FALSE	Phase II Clinical Trial	NA	Absent	DHODH
Spinal Cord Injuries	ENSG00000105650	FALSE	Preclinical	2000-06-28	Unused	PDE4C
Spinal Cord Injuries	ENSG00000105695	FALSE	unknown	2007-11-05	Unused	MAG
Spinal Cord Injuries	ENSG00000109320	FALSE	Preclinical	1990-06-15	Unused	NFKB1
Spinal Cord Injuries	ENSG00000109339	FALSE	Preclinical	2015-09-18	Absent	MAPK10
Spinal Cord Injuries	ENSG00000112715	FALSE	Preclinical	1998-12-15	Unused	VEGFA
Spinal Cord Injuries	ENSG00000113448	FALSE	Preclinical	2000-06-28	Unused	PDE4D
Spinal Cord Injuries	ENSG00000113721	FALSE	Preclinical	2005-02-22	Preclinical	PDGFRB
Spinal Cord Injuries	ENSG00000115310	FALSE	Phase I Clinical Trial	2006-12-07	Phase I Clinical Trial	RTN4
Spinal Cord Injuries	ENSG00000115457	FALSE	Phase I Clinical Trial	2010-10-19	Absent	IGFBP2
Spinal Cord Injuries	ENSG00000118432	FALSE	unknown	1998-08-15	Phase III Clinical Trial	CNR1
Spinal Cord Injuries	ENSG00000119535	FALSE	Preclinical	2003-04-24	Phase I Clinical Trial	CSF3R
Spinal Cord Injuries	ENSG00000121966	FALSE	Preclinical	2005-07-06	Unused	CXCR4
Spinal Cord Injuries	ENSG00000122884	FALSE	unknown	NA	Unused	P4HA1
Spinal Cord Injuries	ENSG00000128271	FALSE	Preclinical	2000-04-03	Unused	ADORA2A
Spinal Cord Injuries	ENSG00000130203	FALSE	Preclinical	2008-06-19	Unused	APOE
Spinal Cord Injuries	ENSG00000132437	FALSE	unknown	2011-12-07	Preclinical	DDC
Spinal Cord Injuries	ENSG00000134318	FALSE	Phase III Clinical Trial	2002-06-17	Unused	ROCK2
Spinal Cord Injuries	ENSG00000135744	FALSE	Preclinical	2012-09-27	Absent	AGT
Spinal Cord Injuries	ENSG00000138685	FALSE	Phase II Clinical Trial	2011-04-04	Phase II Clinical Trial	FGF2
Spinal Cord Injuries	ENSG00000140443	FALSE	Phase I Clinical Trial	2010-10-19	Absent	IGF1R
Spinal Cord Injuries	ENSG00000147955	FALSE	unknown	1996-05-15	Unused	SIGMAR1
Spinal Cord Injuries	ENSG00000148053	FALSE	Preclinical	2009-12-09	Unused	NTRK2
Spinal Cord Injuries	ENSG00000149294	FALSE	Preclinical	2007-06-12	Unused	NCAM1
Spinal Cord Injuries	ENSG00000150594	FALSE	Preclinical	NA	Unused	ADRA2A
Spinal Cord Injuries	ENSG00000155511	FALSE	Preclinical	2002-11-15	Unused	GRIA1
Spinal Cord Injuries	ENSG00000157168	FALSE	Preclinical	1989-06-15	Absent	NRG1
Spinal Cord Injuries	ENSG00000162909	FALSE	Preclinical	1996-12-15	Unused	CAPN2
Spinal Cord Injuries	ENSG00000163464	FALSE	Preclinical	2007-07-04	Unused	CXCR1
Spinal Cord Injuries	ENSG00000164305	FALSE	Preclinical	2013-01-03	Preclinical	CASP3
Spinal Cord Injuries	ENSG00000165970	FALSE	Preclinical	1997-10-15	Unused	SLC6A5
Spinal Cord Injuries	ENSG00000168621	FALSE	Preclinical	2009-08-03	Absent	GDNF
Spinal Cord Injuries	ENSG00000169245	FALSE	Preclinical	2002-12-04	Unused	CXCL10
Spinal Cord Injuries	ENSG00000171497	FALSE	Preclinical	2009-07-28	Unused	PPID
Spinal Cord Injuries	ENSG00000171791	FALSE	Preclinical	1997-07-15	Unused	BCL2
Spinal Cord Injuries	ENSG00000171862	FALSE	Preclinical	2016-06-24	Absent	PTEN
Spinal Cord Injuries	ENSG00000176884	FALSE	Preclinical	1990-06-15	Unused	GRIN1
Spinal Cord Injuries	ENSG00000178394	FALSE	unknown	2011-12-07	Preclinical	HTR1A
Spinal Cord Injuries	ENSG00000180871	FALSE	Preclinical	2007-07-04	Unused	CXCR2
Spinal Cord Injuries	ENSG00000182175	FALSE	Phase I Clinical Trial	2015-11-13	Absent	RGMA
Spinal Cord Injuries	ENSG00000184588	FALSE	Preclinical	2000-06-28	Unused	PDE4B
Spinal Cord Injuries	ENSG00000188778	FALSE	Phase I Clinical Trial	2002-12-04	Absent	ADRB3
Spinal Cord Injuries	ENSG00000196262	FALSE	Phase I Clinical Trial	2004-04-27	Phase I Clinical Trial	PPIA
Spinal Cord Injuries	ENSG00000197971	FALSE	unknown	NA	Unused	MBP
Spinal Cord Injuries	ENSG00000242252	FALSE	Preclinical	2016-07-12	Absent	BGLAP
Spinal Cord Injuries	ENSG00000262655	FALSE	Preclinical	1992-08-15	Unused	SPON1
Spinal Cord Injuries	ENSG00000274286	FALSE	Preclinical	NA	Unused	ADRA2B
Spinal Stenosis	ENSG00000114859	FALSE	Phase I Clinical Trial	2005-12-31	Phase II Clinical Trial	CLCN2
Spinal Stenosis	ENSG00000156113	FALSE	unknown	2010-03-15	Absent	KCNMA1
Spinal Stenosis	ENSG00000160013	FALSE	unknown	2005-11-25	Phase II Clinical Trial	PTGIR
Spinal Stenosis	ENSG00000160951	FALSE	unknown	NA	Absent	PTGER1
Spinocerebellar Ataxias	ENSG00000080709	FALSE	Preclinical	NA	Absent	KCNN2
Spinocerebellar Ataxias	ENSG00000080824	FALSE	Phase I Clinical Trial	2016-01-29	Absent	HSP90AA1
Spinocerebellar Ataxias	ENSG00000110887	FALSE	Phase II Clinical Trial	2015-10-05	Absent	DAO
Spinocerebellar Ataxias	ENSG00000123454	FALSE	unknown	1989-06-15	Unused	DBH
Spinocerebellar Ataxias	ENSG00000143603	FALSE	Preclinical	NA	Absent	KCNN3
Spinocerebellar Ataxias	ENSG00000171759	FALSE	unknown	1989-06-15	Unused	PAH
Spinocerebellar Ataxias	ENSG00000174417	FALSE	Approved	1990-10-15	Unused	TRHR
Spinocerebellar Ataxias	ENSG00000204842	FALSE	Preclinical	2015-01-02	Absent	ATXN2
Spondylarthritis	ENSG00000110944	FALSE	Preclinical	2009-05-22	Absent	IL23A
Spondylarthritis	ENSG00000112115	FALSE	Phase III Clinical Trial	2006-02-01	Absent	IL17A
Spondylarthritis	ENSG00000113302	FALSE	Phase III Clinical Trial	2003-04-30	Absent	IL12B
Spondylarthritis	ENSG00000143365	FALSE	Preclinical	2016-06-14	Absent	RORC
Spondylarthritis	ENSG00000177663	FALSE	Phase III Clinical Trial	2008-03-04	Absent	IL17RA
Spondylitis, Ankylosing	ENSG00000065989	FALSE	Phase III Clinical Trial	2004-01-28	Phase III Clinical Trial	PDE4A
Spondylitis, Ankylosing	ENSG00000067182	FALSE	Phase III Clinical Trial	2004-01-28	Phase III Clinical Trial	TNFRSF1A
Spondylitis, Ankylosing	ENSG00000073756	TRUE	Approved	1996-10-15	Approved	PTGS2
Spondylitis, Ankylosing	ENSG00000095303	TRUE	Approved	2005-10-28	Approved	PTGS1
Spondylitis, Ankylosing	ENSG00000096968	FALSE	unknown	2007-10-10	Absent	JAK2
Spondylitis, Ankylosing	ENSG00000105639	FALSE	unknown	2003-06-25	Phase II Clinical Trial	JAK3
Spondylitis, Ankylosing	ENSG00000105650	FALSE	Phase III Clinical Trial	2004-01-28	Phase III Clinical Trial	PDE4C
Spondylitis, Ankylosing	ENSG00000105675	TRUE	Approved	2005-10-28	Approved	ATP4A
Spondylitis, Ankylosing	ENSG00000109471	FALSE	Phase II Clinical Trial	2013-11-26	Absent	IL2
Spondylitis, Ankylosing	ENSG00000110944	FALSE	Phase II Clinical Trial	2012-04-17	Absent	IL23A
Spondylitis, Ankylosing	ENSG00000112062	FALSE	Phase II Clinical Trial	2003-11-21	Unused	MAPK14
Spondylitis, Ankylosing	ENSG00000112115	TRUE	Approved	2006-02-01	Phase III Clinical Trial	IL17A
Spondylitis, Ankylosing	ENSG00000112116	FALSE	Phase II Clinical Trial	2012-03-21	Absent	IL17F
Spondylitis, Ankylosing	ENSG00000113302	FALSE	unknown	2003-04-30	Absent	IL12B
Spondylitis, Ankylosing	ENSG00000113448	FALSE	Phase III Clinical Trial	2004-01-28	Phase III Clinical Trial	PDE4D
Spondylitis, Ankylosing	ENSG00000113580	TRUE	Approved	NA	Approved	NR3C1
Spondylitis, Ankylosing	ENSG00000114013	FALSE	Phase II Clinical Trial	1992-11-15	Phase II Clinical Trial	CD86
Spondylitis, Ankylosing	ENSG00000121594	FALSE	Phase II Clinical Trial	1992-11-15	Phase II Clinical Trial	CD80
Spondylitis, Ankylosing	ENSG00000139219	FALSE	Preclinical	2016-11-23	Absent	COL2A1
Spondylitis, Ankylosing	ENSG00000143365	FALSE	Preclinical	2012-06-15	Preclinical	RORC
Spondylitis, Ankylosing	ENSG00000156738	FALSE	unknown	1993-09-15	Unused	MS4A1
Spondylitis, Ankylosing	ENSG00000160712	FALSE	Phase III Clinical Trial	1996-05-15	Phase III Clinical Trial	IL6R
Spondylitis, Ankylosing	ENSG00000160951	TRUE	Approved	NA	Unused	PTGER1
Spondylitis, Ankylosing	ENSG00000162434	FALSE	Phase III Clinical Trial	2003-06-25	Phase II Clinical Trial	JAK1
Spondylitis, Ankylosing	ENSG00000163283	FALSE	unknown	2013-07-04	Absent	ALPP
Spondylitis, Ankylosing	ENSG00000164400	FALSE	Preclinical	2002-04-15	Absent	CSF2
Spondylitis, Ankylosing	ENSG00000184588	FALSE	Phase III Clinical Trial	2004-01-28	Phase III Clinical Trial	PDE4B
Spondylitis, Ankylosing	ENSG00000228716	FALSE	unknown	2008-03-27	Absent	DHFR
Staphylococcal Infections	ENSG00000012223	FALSE	unknown	1996-06-15	Unused	LTF
Staphylococcal Infections	ENSG00000065989	FALSE	Phase II Clinical Trial	2005-05-24	Absent	PDE4A
Staphylococcal Infections	ENSG00000101425	FALSE	unknown	2002-01-17	Unused	BPI
Staphylococcal Infections	ENSG00000115020	FALSE	Preclinical	2013-08-29	Absent	PIKFYVE
Staphylococcal Infections	ENSG00000118432	FALSE	Preclinical	2014-11-21	Absent	CNR1
Staphylococcal Infections	ENSG00000121879	FALSE	Preclinical	2004-08-10	Preclinical	PIK3CA
Staphylococcal Infections	ENSG00000131747	FALSE	Preclinical	2013-07-22	Absent	TOP2A
Staphylococcal Infections	ENSG00000156508	FALSE	Preclinical	2010-10-27	Unused	EEF1A1
Staphylococcal Infections	ENSG00000172236	FALSE	unknown	1996-06-15	Unused	TPSAB1
Staphylococcal Infections	ENSG00000188822	FALSE	Preclinical	2014-11-21	Absent	CNR2
Staphylococcal Infections	ENSG00000198793	FALSE	Preclinical	2004-08-10	Preclinical	MTOR
Staphylococcal Infections	ENSG00000203710	FALSE	Preclinical	2004-10-01	Unused	CR1
Status Epilepticus	ENSG00000011677	FALSE	unknown	2007-03-07	Absent	GABRA3
Status Epilepticus	ENSG00000022355	FALSE	Phase III Clinical Trial	2007-03-07	Absent	GABRA1
Status Epilepticus	ENSG00000124493	FALSE	Phase I Clinical Trial	NA	Absent	GRM4
Status Epilepticus	ENSG00000144285	TRUE	Approved	NA	Absent	SCN1A
Status Epilepticus	ENSG00000151067	FALSE	Preclinical	NA	Absent	CACNA1C
Status Epilepticus	ENSG00000151834	FALSE	unknown	2007-03-07	Absent	GABRA2
Status Epilepticus	ENSG00000153253	TRUE	Approved	NA	Absent	SCN3A
Status Epilepticus	ENSG00000155511	FALSE	unknown	1996-12-15	Absent	GRIA1
Status Epilepticus	ENSG00000186297	FALSE	unknown	2007-03-07	Absent	GABRA5
Status Epilepticus	ENSG00000196277	FALSE	Phase I Clinical Trial	NA	Absent	GRM7
Steatorrhea	ENSG00000175535	TRUE	Approved	2003-05-19	Approved	PNLIP
Stiff-Person Syndrome	ENSG00000136750	FALSE	Preclinical	NA	Unused	GAD2
Still's Disease, Adult-Onset	ENSG00000115594	FALSE	Phase III Clinical Trial	NA	Absent	IL1R1
Still's Disease, Adult-Onset	ENSG00000125538	TRUE	Approved	2003-12-08	Absent	IL1B
Still's Disease, Adult-Onset	ENSG00000150782	FALSE	Phase III Clinical Trial	2015-04-01	Absent	IL18
Stomach Neoplasms	ENSG00000010671	FALSE	Phase II Clinical Trial	2007-12-12	Absent	BTK
Stomach Neoplasms	ENSG00000010810	FALSE	Phase II Clinical Trial	NA	Absent	FYN
Stomach Neoplasms	ENSG00000019991	FALSE	Phase II Clinical Trial	2005-04-26	Phase III Clinical Trial	HGF
Stomach Neoplasms	ENSG00000020633	FALSE	Preclinical	2012-09-20	Preclinical	RUNX3
Stomach Neoplasms	ENSG00000025708	FALSE	Phase III Clinical Trial	1998-06-15	Absent	TYMP
Stomach Neoplasms	ENSG00000037280	FALSE	Phase III Clinical Trial	1994-06-15	Phase II Clinical Trial	FLT4
Stomach Neoplasms	ENSG00000044574	FALSE	Preclinical	2007-11-19	Preclinical	HSPA5
Stomach Neoplasms	ENSG00000051382	FALSE	Phase II Clinical Trial	2005-12-01	Phase II Clinical Trial	PIK3CB
Stomach Neoplasms	ENSG00000064012	FALSE	unknown	2004-01-30	Unused	CASP8
Stomach Neoplasms	ENSG00000065361	FALSE	Phase II Clinical Trial	2002-06-10	Phase II Clinical Trial	ERBB3
Stomach Neoplasms	ENSG00000066405	FALSE	Phase II Clinical Trial	2004-01-06	Absent	CLDN18
Stomach Neoplasms	ENSG00000066468	FALSE	Phase III Clinical Trial	2006-05-05	Phase II Clinical Trial	FGFR2
Stomach Neoplasms	ENSG00000068078	FALSE	Phase II Clinical Trial	2003-07-23	Phase II Clinical Trial	FGFR3
Stomach Neoplasms	ENSG00000070019	FALSE	Phase II Clinical Trial	2012-02-17	Phase I Clinical Trial	GUCY2C
Stomach Neoplasms	ENSG00000074266	FALSE	Phase II Clinical Trial	2016-06-25	Absent	EED
Stomach Neoplasms	ENSG00000077782	FALSE	Phase II Clinical Trial	2003-07-23	Phase II Clinical Trial	FGFR1
Stomach Neoplasms	ENSG00000079385	FALSE	Phase I Clinical Trial	2015-01-09	Absent	CEACAM1
Stomach Neoplasms	ENSG00000080824	FALSE	Phase II Clinical Trial	2004-02-03	Phase II Clinical Trial	HSP90AA1
Stomach Neoplasms	ENSG00000081181	FALSE	Phase II Clinical Trial	2014-08-28	Absent	ARG2
Stomach Neoplasms	ENSG00000085563	FALSE	Phase II Clinical Trial	2005-04-13	Phase II Clinical Trial	ABCB1
Stomach Neoplasms	ENSG00000087088	FALSE	unknown	2002-06-26	Unused	BAX
Stomach Neoplasms	ENSG00000087586	FALSE	unknown	2006-11-20	Phase II Clinical Trial	AURKA
Stomach Neoplasms	ENSG00000089692	FALSE	Phase II Clinical Trial	2007-07-16	Absent	LAG3
Stomach Neoplasms	ENSG00000091879	FALSE	Phase I Clinical Trial	2004-03-24	Phase II Clinical Trial	ANGPT2
Stomach Neoplasms	ENSG00000096968	FALSE	Phase I Clinical Trial	2007-08-07	Unused	JAK2
Stomach Neoplasms	ENSG00000096996	FALSE	Phase I Clinical Trial	2014-09-23	Absent	IL12RB1
Stomach Neoplasms	ENSG00000100311	FALSE	Phase I Clinical Trial	1994-06-15	Unused	PDGFB
Stomach Neoplasms	ENSG00000100644	FALSE	Phase II Clinical Trial	2003-08-01	Phase II Clinical Trial	HIF1A
Stomach Neoplasms	ENSG00000100985	FALSE	Phase III Clinical Trial	2013-03-05	Preclinical	MMP9
Stomach Neoplasms	ENSG00000101017	FALSE	Phase I Clinical Trial	2016-11-14	Absent	CD40
Stomach Neoplasms	ENSG00000101868	FALSE	unknown	2004-05-18	Unused	POLA1
Stomach Neoplasms	ENSG00000102312	FALSE	Preclinical	2011-05-14	Absent	PORCN
Stomach Neoplasms	ENSG00000102755	FALSE	Phase III Clinical Trial	1994-03-15	Phase II Clinical Trial	FLT1
Stomach Neoplasms	ENSG00000102854	FALSE	Phase II Clinical Trial	2004-01-30	Absent	MSLN
Stomach Neoplasms	ENSG00000103855	FALSE	Phase I Clinical Trial	2010-11-22	Phase I Clinical Trial	CD276
Stomach Neoplasms	ENSG00000105281	FALSE	Preclinical	2016-12-12	Absent	SLC1A5
Stomach Neoplasms	ENSG00000105388	FALSE	Phase II Clinical Trial	2014-07-14	Absent	CEACAM5
Stomach Neoplasms	ENSG00000105639	FALSE	Preclinical	2017-07-24	Absent	JAK3
Stomach Neoplasms	ENSG00000105810	FALSE	unknown	1996-05-15	Unused	CDK6
Stomach Neoplasms	ENSG00000105851	FALSE	unknown	2005-12-01	Absent	PIK3CG
Stomach Neoplasms	ENSG00000105976	FALSE	Phase II Clinical Trial	1996-01-15	Phase III Clinical Trial	MET
Stomach Neoplasms	ENSG00000106799	FALSE	Phase I Clinical Trial	2003-09-17	Absent	TGFBR1
Stomach Neoplasms	ENSG00000107317	FALSE	Preclinical	2013-05-07	Absent	PTGDS
Stomach Neoplasms	ENSG00000107984	FALSE	Phase I Clinical Trial	2011-11-01	Absent	DKK1
Stomach Neoplasms	ENSG00000108654	FALSE	Preclinical	2006-08-30	Absent	DDX5
Stomach Neoplasms	ENSG00000108691	FALSE	Phase I Clinical Trial	NA	Unused	CCL2
Stomach Neoplasms	ENSG00000110195	FALSE	Phase I Clinical Trial	2003-10-15	Phase I Clinical Trial	FOLR1
Stomach Neoplasms	ENSG00000112715	FALSE	Preclinical	1995-04-15	Unused	VEGFA
Stomach Neoplasms	ENSG00000113575	FALSE	Phase I Clinical Trial	2008-02-29	Absent	PPP2CA
Stomach Neoplasms	ENSG00000113578	FALSE	Phase III Clinical Trial	2013-04-20	Absent	FGF1
Stomach Neoplasms	ENSG00000113721	FALSE	Phase II Clinical Trial	2003-07-16	Phase II Clinical Trial	PDGFRB
Stomach Neoplasms	ENSG00000114378	FALSE	Phase II Clinical Trial	NA	Absent	HYAL1
Stomach Neoplasms	ENSG00000114491	FALSE	Approved	2016-06-16	Absent	UMPS
Stomach Neoplasms	ENSG00000115053	FALSE	unknown	2003-03-13	Unused	NCL
Stomach Neoplasms	ENSG00000115758	FALSE	Preclinical	1994-03-15	Phase I Clinical Trial	ODC1
Stomach Neoplasms	ENSG00000116016	FALSE	Phase II Clinical Trial	2003-08-01	Absent	EPAS1
Stomach Neoplasms	ENSG00000116157	FALSE	Preclinical	2016-07-06	Absent	GPX7
Stomach Neoplasms	ENSG00000116478	FALSE	Phase II Clinical Trial	2005-07-20	Phase I Clinical Trial	HDAC1
Stomach Neoplasms	ENSG00000118520	FALSE	Phase II Clinical Trial	2014-08-28	Absent	ARG1
Stomach Neoplasms	ENSG00000119888	FALSE	Phase II Clinical Trial	1999-04-28	Phase III Clinical Trial	EPCAM
Stomach Neoplasms	ENSG00000120156	FALSE	Phase II Clinical Trial	2001-12-18	Phase II Clinical Trial	TEK
Stomach Neoplasms	ENSG00000120217	FALSE	Phase III Clinical Trial	2008-01-16	Phase I Clinical Trial	CD274
Stomach Neoplasms	ENSG00000121858	FALSE	unknown	2006-07-10	Unused	TNFSF10
Stomach Neoplasms	ENSG00000121879	FALSE	Phase I Clinical Trial	2005-12-01	Phase I Clinical Trial	PIK3CA
Stomach Neoplasms	ENSG00000121966	FALSE	Phase II Clinical Trial	2009-03-27	Absent	CXCR4
Stomach Neoplasms	ENSG00000122025	FALSE	Phase II Clinical Trial	1994-06-15	Phase II Clinical Trial	FLT3
Stomach Neoplasms	ENSG00000122861	FALSE	unknown	1999-03-10	Unused	PLAU
Stomach Neoplasms	ENSG00000123374	FALSE	unknown	2005-03-14	Phase I Clinical Trial	CDK2
Stomach Neoplasms	ENSG00000124762	FALSE	unknown	1996-05-15	Unused	CDKN1A
Stomach Neoplasms	ENSG00000126934	FALSE	unknown	2003-06-09	Unused	MAP2K2
Stomach Neoplasms	ENSG00000128052	TRUE	Approved	1994-06-15	Phase III Clinical Trial	KDR
Stomach Neoplasms	ENSG00000128602	FALSE	Phase I Clinical Trial	2004-07-21	Phase I Clinical Trial	SMO
Stomach Neoplasms	ENSG00000129484	FALSE	Phase III Clinical Trial	2000-06-26	Phase II Clinical Trial	PARP2
Stomach Neoplasms	ENSG00000130164	FALSE	unknown	2007-11-19	Absent	LDLR
Stomach Neoplasms	ENSG00000131238	FALSE	unknown	1994-03-15	Phase I Clinical Trial	PPT1
Stomach Neoplasms	ENSG00000131747	FALSE	Approved	1992-04-15	Phase II Clinical Trial	TOP2A
Stomach Neoplasms	ENSG00000131759	FALSE	Phase II Clinical Trial	2018-01-09	Absent	RARA
Stomach Neoplasms	ENSG00000132155	FALSE	unknown	1994-06-15	Unused	RAF1
Stomach Neoplasms	ENSG00000132906	FALSE	unknown	2004-01-30	Unused	CASP9
Stomach Neoplasms	ENSG00000134460	FALSE	Preclinical	2015-09-15	Absent	IL2RA
Stomach Neoplasms	ENSG00000134853	FALSE	Phase II Clinical Trial	1996-12-15	Phase II Clinical Trial	PDGFRA
Stomach Neoplasms	ENSG00000135446	FALSE	unknown	1996-05-15	Unused	CDK4
Stomach Neoplasms	ENSG00000136807	FALSE	unknown	1996-05-15	Phase I Clinical Trial	CDK9
Stomach Neoplasms	ENSG00000137462	FALSE	Preclinical	2006-02-15	Absent	TLR2
Stomach Neoplasms	ENSG00000138160	FALSE	unknown	1999-06-30	Phase II Clinical Trial	KIF11
Stomach Neoplasms	ENSG00000138778	FALSE	Phase I Clinical Trial	2006-02-03	Phase I Clinical Trial	CENPE
Stomach Neoplasms	ENSG00000140443	FALSE	unknown	2006-04-25	Phase I Clinical Trial	IGF1R
Stomach Neoplasms	ENSG00000140538	FALSE	Preclinical	2012-03-14	Absent	NTRK3
Stomach Neoplasms	ENSG00000141510	FALSE	unknown	1996-05-15	Unused	TP53
Stomach Neoplasms	ENSG00000141736	TRUE	Approved	1990-09-15	Approved	ERBB2
Stomach Neoplasms	ENSG00000142208	FALSE	Phase II Clinical Trial	2004-03-23	Preclinical	AKT1
Stomach Neoplasms	ENSG00000142627	FALSE	Phase I Clinical Trial	2006-09-11	Unused	EPHA2
Stomach Neoplasms	ENSG00000143226	FALSE	Phase II Clinical Trial	NA	Absent	FCGR2A
Stomach Neoplasms	ENSG00000143365	FALSE	Phase II Clinical Trial	2014-11-11	Absent	RORC
Stomach Neoplasms	ENSG00000143384	FALSE	unknown	2005-11-21	Unused	MCL1
Stomach Neoplasms	ENSG00000143799	FALSE	Phase III Clinical Trial	2000-06-26	Phase II Clinical Trial	PARP1
Stomach Neoplasms	ENSG00000146648	FALSE	Phase III Clinical Trial	1993-07-15	Phase III Clinical Trial	EGFR
Stomach Neoplasms	ENSG00000147257	FALSE	Phase I Clinical Trial	2014-12-01	Absent	GPC3
Stomach Neoplasms	ENSG00000148400	FALSE	unknown	2009-02-06	Absent	NOTCH1
Stomach Neoplasms	ENSG00000150093	FALSE	Preclinical	2008-08-19	Preclinical	ITGB1
Stomach Neoplasms	ENSG00000150337	FALSE	Phase II Clinical Trial	NA	Absent	FCGR1A
Stomach Neoplasms	ENSG00000154188	FALSE	Phase I Clinical Trial	2004-03-24	Phase II Clinical Trial	ANGPT1
Stomach Neoplasms	ENSG00000154229	FALSE	Phase II Clinical Trial	2018-01-09	Absent	PRKCA
Stomach Neoplasms	ENSG00000155380	FALSE	Phase I Clinical Trial	2010-09-13	Absent	SLC16A1
Stomach Neoplasms	ENSG00000156508	FALSE	unknown	1994-03-15	Phase I Clinical Trial	EEF1A1
Stomach Neoplasms	ENSG00000157227	FALSE	Preclinical	2014-06-09	Absent	MMP14
Stomach Neoplasms	ENSG00000157404	FALSE	Phase II Clinical Trial	2001-05-15	Phase II Clinical Trial	KIT
Stomach Neoplasms	ENSG00000159131	FALSE	Phase II Clinical Trial	1992-06-15	Unused	GART
Stomach Neoplasms	ENSG00000160180	FALSE	Preclinical	2012-07-17	Preclinical	TFF3
Stomach Neoplasms	ENSG00000160182	FALSE	Preclinical	2012-07-17	Preclinical	TFF1
Stomach Neoplasms	ENSG00000160867	FALSE	Phase II Clinical Trial	2006-05-05	Absent	FGFR4
Stomach Neoplasms	ENSG00000161011	FALSE	Preclinical	2015-11-04	Absent	SQSTM1
Stomach Neoplasms	ENSG00000162434	FALSE	Preclinical	2017-07-24	Absent	JAK1
Stomach Neoplasms	ENSG00000162747	FALSE	Phase II Clinical Trial	NA	Absent	FCGR3B
Stomach Neoplasms	ENSG00000163220	FALSE	Phase II Clinical Trial	2001-05-18	Phase II Clinical Trial	S100A9
Stomach Neoplasms	ENSG00000163513	FALSE	unknown	2002-06-26	Unused	TGFBR2
Stomach Neoplasms	ENSG00000163599	FALSE	Phase III Clinical Trial	1998-09-15	Phase II Clinical Trial	CTLA4
Stomach Neoplasms	ENSG00000163600	FALSE	Phase II Clinical Trial	2013-02-26	Absent	ICOS
Stomach Neoplasms	ENSG00000164078	FALSE	Phase II Clinical Trial	2001-12-18	Phase II Clinical Trial	MST1R
Stomach Neoplasms	ENSG00000164171	FALSE	Preclinical	2008-08-19	Preclinical	ITGA2
Stomach Neoplasms	ENSG00000164305	FALSE	unknown	2004-01-30	Unused	CASP3
Stomach Neoplasms	ENSG00000164362	FALSE	Phase I Clinical Trial	2013-05-28	Absent	TERT
Stomach Neoplasms	ENSG00000164885	FALSE	unknown	2005-03-14	Phase I Clinical Trial	CDK5
Stomach Neoplasms	ENSG00000165025	FALSE	Phase I Clinical Trial	2013-12-06	Absent	SYK
Stomach Neoplasms	ENSG00000165731	FALSE	Approved	1994-06-15	Phase III Clinical Trial	RET
Stomach Neoplasms	ENSG00000166483	FALSE	Phase I Clinical Trial	2008-04-09	Phase I Clinical Trial	WEE1
Stomach Neoplasms	ENSG00000166825	FALSE	Approved	2007-03-05	Absent	ANPEP
Stomach Neoplasms	ENSG00000166851	FALSE	Phase I Clinical Trial	2009-04-21	Unused	PLK1
Stomach Neoplasms	ENSG00000167325	FALSE	Phase I Clinical Trial	1991-07-15	Absent	RRM1
Stomach Neoplasms	ENSG00000167601	FALSE	Preclinical	2004-06-18	Phase II Clinical Trial	AXL
Stomach Neoplasms	ENSG00000167653	FALSE	Preclinical	2017-06-29	Absent	PSCA
Stomach Neoplasms	ENSG00000167658	FALSE	Preclinical	1993-05-15	Unused	EEF2
Stomach Neoplasms	ENSG00000168522	FALSE	unknown	1997-06-15	Unused	FNTA
Stomach Neoplasms	ENSG00000168610	FALSE	Phase III Clinical Trial	2010-08-03	Absent	STAT3
Stomach Neoplasms	ENSG00000169032	FALSE	unknown	2003-06-09	Unused	MAP2K1
Stomach Neoplasms	ENSG00000169398	FALSE	Phase I Clinical Trial	2007-01-08	Unused	PTK2
Stomach Neoplasms	ENSG00000169710	FALSE	Preclinical	2008-06-20	Unused	FASN
Stomach Neoplasms	ENSG00000170312	FALSE	unknown	2005-03-14	Phase I Clinical Trial	CDK1
Stomach Neoplasms	ENSG00000170558	FALSE	unknown	1999-06-30	Unused	CDH2
Stomach Neoplasms	ENSG00000171552	FALSE	unknown	2005-11-21	Unused	BCL2L1
Stomach Neoplasms	ENSG00000171608	FALSE	Phase I Clinical Trial	2005-12-01	Absent	PIK3CD
Stomach Neoplasms	ENSG00000171791	FALSE	unknown	2005-11-21	Unused	BCL2
Stomach Neoplasms	ENSG00000171848	FALSE	unknown	1991-07-15	Absent	RRM2
